timestamp,energy,reconstruction_error,anomaly,split
2014-12-08 23:00:00,1.0,0.009809914613392038,0,train
2014-12-09 00:00:00,1.10000002,0.00983896654971086,0,train
2014-12-09 01:00:00,1.10000002,0.010079750239579062,0,train
2014-12-09 02:00:00,1.60000002,0.010343676102354782,0,train
2014-12-09 03:00:00,1.80000001,0.010322551373184495,0,train
2014-12-09 04:00:00,1.99999998,0.010170431319907159,0,train
2014-12-09 05:00:00,1.69999999,0.010048632382762539,0,train
2014-12-09 06:00:00,2.1,0.00994297556021906,0,train
2014-12-09 07:00:00,2.1,0.010108751007082717,0,train
2014-12-09 08:00:00,3.5999999,0.010894846117317137,0,train
2014-12-09 09:00:00,8.5999999,0.012244664757640541,0,train
2014-12-09 10:00:00,11.5,0.013869424209059232,0,train
2014-12-09 11:00:00,8.1475,0.013190830056135661,0,train
2014-12-09 12:00:00,9.2425,0.010347432281289152,0,train
2014-12-09 13:00:00,3.5,0.009150566539894524,0,train
2014-12-09 14:00:00,3.6,0.009472067738670462,0,train
2014-12-09 15:00:00,4.6000001,0.009285347820370106,0,train
2014-12-09 16:00:00,2.4,0.008834269655458287,0,train
2014-12-09 17:00:00,1.30000001,0.008622661088960116,0,train
2014-12-09 18:00:00,1.30000001,0.008769013769133333,0,train
2014-12-09 19:00:00,1.10000002,0.009070918181317052,0,train
2014-12-09 20:00:00,1.20000004,0.009266416579358122,0,train
2014-12-09 21:00:00,1.10000002,0.009219120419824544,0,train
2014-12-09 22:00:00,1.39999998,0.009004886094220208,0,train
2014-12-09 23:00:00,1.19999999,0.00883473555475395,0,train
2014-12-10 00:00:00,1.20000004,0.008672863006645276,0,train
2014-12-10 01:00:00,1.30000001,0.008517309032366098,0,train
2014-12-10 02:00:00,1.19999999,0.008539656494038197,0,train
2014-12-10 03:00:00,1.10000002,0.008490926793097361,0,train
2014-12-10 04:00:00,1.19999999,0.008556641281239799,0,train
2014-12-10 05:00:00,1.19999999,0.00872330916038049,0,train
2014-12-10 06:00:00,2.00000002,0.008887899920993071,0,train
2014-12-10 07:00:00,3.7999999,0.009296960896762421,0,train
2014-12-10 08:00:00,4.7,0.010114882089103742,0,train
2014-12-10 09:00:00,8.2000001,0.011321484479496144,0,train
2014-12-10 10:00:00,8.5999999,0.011516118385748696,0,train
2014-12-10 11:00:00,10.1999998,0.009721181603187941,0,train
2014-12-10 12:00:00,11.4000001,0.0077317344644972814,0,train
2014-12-10 13:00:00,3.69,0.00816479180177901,0,train
2014-12-10 14:00:00,4.1925,0.008465777676396516,0,train
2014-12-10 15:00:00,5.8000001,0.008495785561709709,0,train
2014-12-10 16:00:00,2.09999998,0.008442520385781558,0,train
2014-12-10 17:00:00,1.59999997,0.008427472127516517,0,train
2014-12-10 18:00:00,1.39999998,0.008537017355370819,0,train
2014-12-10 19:00:00,1.30000001,0.008488442974669205,0,train
2014-12-10 20:00:00,1.20000004,0.008207398409433608,0,train
2014-12-10 21:00:00,1.30000001,0.007763090649695604,0,train
2014-12-10 22:00:00,1.59999997,0.007354978715301622,0,train
2014-12-10 23:00:00,1.20000004,0.007170400336145621,0,train
2014-12-11 00:00:00,1.30000001,0.00717737353980894,0,train
2014-12-11 01:00:00,1.30000001,0.007181505221955384,0,train
2014-12-11 02:00:00,1.30000001,0.007354491249762136,0,train
2014-12-11 03:00:00,1.69999999,0.00747344852805689,0,train
2014-12-11 04:00:00,1.20000004,0.0075479930559537636,0,train
2014-12-11 05:00:00,1.30000001,0.007599188063568676,0,train
2014-12-11 06:00:00,1.40000003,0.0077105537438691245,0,train
2014-12-11 07:00:00,3.4,0.008056147135862009,0,train
2014-12-11 08:00:00,5.2000001,0.00899404224209296,0,train
2014-12-11 09:00:00,8.5999999,0.009491054674872507,0,train
2014-12-11 10:00:00,9.1999998,0.009197968763863815,0,train
2014-12-11 11:00:00,9.7999997,0.009528304095627214,0,train
2014-12-11 12:00:00,11.4000001,0.00863562494657912,0,train
2014-12-11 13:00:00,2.94,0.008656772232909076,0,train
2014-12-11 14:00:00,4.1775,0.009197638887891515,0,train
2014-12-11 15:00:00,8.3,0.009738266529784182,0,train
2014-12-11 16:00:00,2.89999998,0.009958031817905137,0,train
2014-12-11 17:00:00,1.59999997,0.009970825362567574,0,train
2014-12-11 18:00:00,1.19999999,0.010117917968900379,0,train
2014-12-11 19:00:00,1.39999998,0.010265185005297908,0,train
